id,original_title,cast,director,keywords,genres
355338,Riley's First Date?,Amy Poehler|Phyllis Smith|Bill Hader|Lewis Black|Mindy Kaling,Josh Cooley,mother daughter relationship|rock music|girl|father daughter relationship|boyfriend,Animation|Family
271736,The Program,Ben Foster|Chris O'Dowd|Dustin Hoffman|Jesse Plemons|Lee Pace,Stephen Frears,biography|sport|tour de france,Drama
309581,Lila & Eve,Viola Davis|Jennifer Lopez|Shea Whigham|Aml Ameen|Andre Royo,Charles Stone III,,Thriller|Drama
293970,The Final Girls,Taissa Farmiga|Malin Ã…kerman|Nina Dobrev|Alexander Ludwig|Alia Shawkat,Todd Strauss-Schulson,virgin|summer camp|movie in movie|murder|slow motion scene,Horror|Comedy
279690,He Never Died,Henry Rollins|Booboo Stewart|Jordan Todosey|Steven Ogg|James Cade,Jason Krawczyk,,Thriller|Horror|Comedy|Drama
364067,A Very Murray Christmas,Bill Murray|Paul Shaffer|George Clooney|Miley Cyrus|Michael Cera,Sofia Coppola,woman director|christmas,Comedy|Music
318922,Kill Your Friends,Nicholas Hoult|Craig Roberts|Georgia King|Tom Riley|Jim Piddock,Owen Harris,magazine|music,Thriller|Comedy|Crime
335077,Battle For SkyArk,Garrett Coffey|Caon Mortenson|Riley Jane|Taylor Coliee|Luke Davis,Simon Hung,,Family|Science Fiction|Action|Adventure
266639,Jem and the Holograms,Aubrey Peeples|Stefanie Scott|Aurora Perrineau|Hayley Kiyoko|Barnaby Carpenter,Jon M. Chu,secret identity|hologram|based on cartoon|based on tv series|rock band,Drama|Music|Adventure|Fantasy
274504,The Adderall Diaries,James Franco|Amber Heard|Ed Harris|Christian Slater|Wilmer Valderrama,Pamela Romanowsky,based on novel|woman director,Thriller|Action|Drama
244316,Grizzly,James Marsden|Piper Perabo|Billy Bob Thornton|Thomas Jane|Michaela McManus,David Hackl,grizzly bear|wilderness|alaska|survival|bear,Action|Horror|Thriller
352208,Where to Invade Next,Michael Moore|Krista Kiuru|Tim Walker,Michael Moore,germany|italy|france|usa|portugal,Documentary
283587,Beasts of No Nation,Idris Elba|Opeyemi Fagbohungbe|Abraham Attah|Richard Pepple|Ama K. Abebrese,Cary Fukunaga,africa|based on novel|child soldier,Drama|War
311539,A Christmas Horror Story,William Shatner|George Buza|Rob Archer|ZoÃ© De Grand Maison|Alex Ozerov,Grant Harvey|Steven Hoban|Brett Sullivan,santa claus|christmas|krampus,Horror
277713,Sunset Song,Peter Mullan|Agyness Deyn|Kevin Guthrie|Hugh Ross|Douglas Rankine,Terence Davies,,Drama
347945,Synchronicity,Chad McKnight|Brianne Davis|AJ Bowen|Scott Poythress|Michael Ironside,Jacob Gentry,,Thriller|Mystery|Science Fiction
363483,12 Gifts of Christmas,Katrina Law|Donna Mills|Aaron O'Connell|Melanie Nelson,Peter Sullivan,christmas,Family|TV Movie
344854,The Pack,Anna Lise Phillips|Jack Campbell|Katie Moore|Hamish Phillips|Kieran Thomas McNamara,Nick Robertson,,Thriller|Horror
234212,Demonic,Maria Bello|Frank Grillo|Cody Horn|Dustin Milligan|Megan Park,Will Canon,,Thriller|Horror
354220,The Girl in the Photographs,Kal Penn|Claudia Lee|Kenny Wormald|Toby Hemingway|Luke Baines,Nick Simon,serial killer|tied feet|tied up while barefoot,Crime|Horror|Thriller
283596,The Legend of Barney Thomson,Robert Carlyle|Emma Thompson|Ray Winstone|Ashley Jensen|James Cosmo,Robert Carlyle,based on novel,Thriller|Drama|Comedy
250225,The Duke of Burgundy,Sidse Babett Knudsen|Chiara D'Anna|Monica Swinn|Eugenia Caruso|Fatma Mohamed,Peter Strickland,sadomasochism|lesbian|butterfly|lesbian love|autumn,Drama
307479,88,Katharine Isabelle|Christopher Lloyd|Kyle Schmid|Jesse McCartney|Michael Ironside,April Mullen,diner|woman director,Thriller|Action
339145,The Girl in the Book,Emily VanCamp|Michael Nyqvist|Ana Mulvoy Ten|Talia Balsam|Ali Ahn,Marya Cohn,woman director,Drama
323660,Avengers Grimm,Casper Van Dien|Rileah Vanderbilt|Milynn Sarley|Lauren Parkinson|Marah Fairclough,Jeremy M. Inman,,Fantasy|Action|Adventure
308638,The D Train,Jack Black|James Marsden|Kathryn Hahn|Jeffrey Tambor|Mike White,Andrew Mogel|Jarrad Paul,high school reunion,Drama|Comedy
359983,The Lion Guard: Return of the Roar,Max Charles|Jeff Bennett|Dusan Brown|Sarah Hyland|James Earl Jones,Howy Parkins,,Family|TV Movie|Animation
300155,A Royal Night Out,Sarah Gadon|Bel Powley|Emily Watson|Rupert Everett|Jack Reynor,Julian Jarrold,,Thriller|Romance|Drama
328595,Parallels,Jessica Rothe|Michael Monks|Mark Hapka|Eric Jungmann,Christopher Leone,,Science Fiction|Action
327528,Born to Be Blue,Ethan Hawke|Carmen Ejogo|Callum Keith Rennie|Stephen McHattie|Janet-Laine Green,Robert Budreau,jazz|biography|historical figure,Drama|Music
329540,The Marine 4: Moving Target,Mike Mizanin|Melissa Roxburgh|Josh Blacker|Matthew MacCaull|Paul McGillion,William Kaufman,,Thriller|Action
306964,Tales of Halloween,Keir Gilchrist|Pollyanna McIntosh|Samuel Witwer|Booboo Stewart|Adrienne Barbeau,Darren Lynn Bousman|Axelle Carolyn|Adam Gierasch|Andrew Kasch|Neil Marshall|Lucky McKee|Ryan Schifrin|Mike Mendez|Dave Parker|John Skipp|Paul Solet,witch|based on novel|halloween|death|evil,Horror
360387,Blunt Force Trauma,Mickey Rourke|Freida Pinto|Ryan Kwanten|Maruia Shelton|Carolina GÃ³mez,Ken Sanzel,,Adventure|Action
362185,Operator,Mischa Barton|Luke Goss|Ving Rhames|Michael ParÃ©|Julie Guevara,Obin Olson|Amariah Olson,hostage|officer|chaos|daughter|police,Thriller|Action|Drama
94365,The Human Centipede 3 (Final Sequence),Dieter Laser|Laurence R. Harvey|Robert LaSardo|Tommy 'Tiny' Lister|Jay Tavare,Tom Six,exploitation|sequel|gore|b movie|graphic violence,Horror
241855,Spring,Lou Taylor Pucci|Nadia Hilker|Nick Nevern|Augie Duke|Jeremy Gardner,Aaron Moorhead|Justin Benson,,Horror|Romance|Science Fiction
322518,The Intruders,Miranda Cosgrove|Donal Logue|Tom Sizemore|Jenessa Grant|Austin Butler,Adam Massey,,Thriller
291272,We Are Still Here,Barbara Crampton|Andrew Sensenig|Lisa Marie|Larry Fessenden|Monte Markham,Ted Geoghegan,terror|countryside|secret|supernatural|spirit,Horror
324963,Monster High: Haunted,Haviland Stillwell|Karen Strassman|Cameron Clarke|Todd Haberkorn|Laura Bailey,Dan Fraga|William Lau,school|ghost,Animation|Family|Fantasy
342927,3-Headed Shark Attack,Karrueche Tran|Jaason Simmons|Rob Van Dam|Danny Trejo|Jena Sims,Christopher Ray,monster|mutation|machete|shark|pacific garbage patch,Science Fiction|Action|Horror
361159,Navy Seals vs. Zombies,"Ed Quinn|Michael Dudikoff|Rick Fox|Chad ""Gunner"" Lail|Molly Hagan",Stanton Barrett,louisiana|navy seal|zombies|zombie violence|infected,Horror|Action
365805,Wrecker,Anna Hutchison|Andrea Whitburn|Jennifer Koenig|Don Knodel|Michael Dickson,Michael Bafaro,,Thriller|Action|Horror
351964,The Escort,Lyndsy Fonseca|Michael Doneger|Bruce Campbell|Sonya Walger|Rumer Willis,Will Slocombe,father-son relationship|prostitute|magazine|escort service|writer,Comedy|Romance
362057,Martyrs,Troian Bellisario|Bailey Noble|Kate Burton|Caitlin Carmichael|Melissa Tracy,Kevin Goetz|Michael Goetz,child abuse|sadism|female friendship|afterlife|buried alive,Drama|Horror|Thriller
137333,Uncanny,Mark Webber|Lucy Griffiths|David Clayton Rogers|Rainn Wilson,Matthew Leutwyler,dark,Thriller|Drama|Science Fiction
317198,Bad Hair Day,Laura Marano|Leigh-Allyn Baker|Christian Campbell|Kiana Madeira|Christian Paul,Erik Canuel,,TV Movie|Adventure|Comedy
57876,Area 51,Reid Warner|Darrin Bragg|Ben Rovner|Jelena Nik|Roy Abramsohn,Oren Peli,found footage|area 51,Horror|Thriller|Science Fiction
339533,San Andreas Quake,Jhey Castles|Jason Woods|Grace Van Dien|Elaine Partnow|Lane Townsend,John Baumgartner,earthquake|los angeles|family|tv|seismologist,TV Movie|Action|Science Fiction
277546,The Runner,Nicolas Cage|Sarah Paulson|Connie Nielsen|Peter Fonda|Bryan Batt,Austin Stark,,Drama
308457,Advantageous,Jacqueline Kim|James Urbaniak|Freya Adams|Ken Jeong|Jennifer Ehle,Jennifer Phang,identity|unemployment|dystopic future|woman director|corporation,Science Fiction|Drama|Family
306482,Partisan,Vincent Cassel|Nigel Barber|Jeremy Chabriel|Florence Mezzara|Sosina Wogayehu,Ariel Kleiman,birthday|chicken|food,Thriller|Drama
362105,R.L. Stine's Monsterville: The Cabinet of Souls,Dove Cameron|Katherine McNamara|Ryan McCartan|Laine MacNeil|Briana Buckmaster,Peter DeLuise,,Comedy|Horror
245846,Strangerland,Nicole Kidman|Joseph Fiennes|Hugo Weaving|Lisa Flanagan|Megan Alston,Kim Farrant,australia|missing child|outback|alcoholic drink|troubled marriage,Drama|Thriller
330112,Ashby,Mickey Rourke|Nat Wolff|Emma Roberts|Sarah Silverman|Adam Aalderks,Tony McNamara,cia|assassin|romance|neighbor|teenager,Drama|Romance|Comedy
322766,Beautiful & Twisted,Rob Lowe|Paz Vega|Candice Bergen|Seychelle Gabriel|Jude Ciccolella,Christopher Zalla,murder|true crime|tv movie,Crime|Drama|Thriller
361931,Ronaldo,Cristiano Ronaldo,Anthony Wonke,biography|soccer player,Documentary
318224,Going Clear: Scientology and the Prison of Belief,Paul Haggis|Jason Beghe|Alex Gibney|Lawrence Wright|Sherry Stringfield,Alex Gibney,cult|scientology,Documentary
309503,Zipper,Patrick Wilson|Lena Headey|Richard Dreyfuss|Ray Winstone|John Cho,Mora Stephens,woman director,Thriller|Drama
348811,War Pigs,Luke Goss|Dolph Lundgren|Chuck Liddell|Noah Segan|Steven Luke,Ryan Little,world war ii|nazis,War|Action
310135,Turbo Kid,Munro Chambers|Laurence Leboeuf|Michael Ironside|Aaron Jeffery|Edwin Wright,FranÃ§ois Simard|Anouk Whissell|Yoann-Karl Whissell,post-apocalyptic|dystopia|gore|bmx|violence,Adventure|Action|Comedy|Science Fiction
355111,Barbie in Rock 'N Royals,Kelly Sheridan|Jordyn Kane|Chiara Zanni|Bethany Brown|Michael Dobson,Karen J. Lloyd,princess|barbie doll,Animation|Music|Family
335866,Circle,Julie Benz|Carter Jenkins|Cesar Garcia|Mercy Malick|Lisa Pelikan,Aaron Hann|Mario Miscione,survival|execution|stranger|no memory,Drama|Horror|Science Fiction|Thriller
295592,Monkey Kingdom,Tina Fey,Mark Linfield|Alastair Fothergill,,Animation|Documentary
335970,Joe Dirt 2: Beautiful Loser,David Spade|Brittany Daniel|Dennis Miller|Christopher Walken|Adam Beach,Fred Wolf,white trash,Comedy
366142,Minions: The Competition,Pierre Coffin|Chris Renaud,Kyle Balda|Julien Soret,minions,Animation
310121,I'll See You in My Dreams,Blythe Danner|June Squibb|Rhea Perlman|Mary Kay Place|Aarti Mann,Brett Haley,widow|friendship,Drama|Comedy
361263,Jesse Stone: Lost in Paradise,Tom Selleck|William Devane|Gloria Reuben|Luke Perry|Leslie Hope,Robert Harmon,,Drama|TV Movie|Crime|Mystery
324308,Steve Jobs: The Man in the Machine,Bob Belleville|Chrisann Brennan|Nolan Bushnell|Jason Chen|Nick Denton,Alex Gibney,technology|computer|history|apple,Documentary
326923,Babysitter's Black Book,Spencer Locke|Angeline Appel|Lauren York|Steffani Brass|David Shatraw,Lee Friedlander,babysitter|escort service|high school|hooker|babysitting,Drama|TV Movie
356842,The Ones Below,ClÃ©mence PoÃ©sy|David Morrissey|Stephen Campbell Moore|Laura Birn|Deborah Findlay,David Farr,baby|expecting|neighbors,Thriller
339530,Tremors 5: Bloodlines,Michael Gross|Jamie Kennedy|Pearl Thusi|Rea Rangaka|Brandon Auret,Don Michael Paul,africa|monster|sequel|creature|graboids,Science Fiction|Action|Horror
331190,Captive,Kate Mara|David Oyelowo|Michael Kenneth Williams|Mimi Rogers|Leonor Varela,Jerry Jameson,hostage|based on true story|murder|independent film|single mother,Crime|Drama|Thriller
301729,Terminus,Jai Koutrae|Kendra Appleton|Todd Lascane|Bren Foster|Brendan Clearkin,Marc Furmie,,Science Fiction|Thriller|Fantasy
395883,Andron,Alec Baldwin|Michelle Ryan|Danny Glover|Gale Harold|Leo Howard,Francesco Cinquemani,maze|labyrinth|claustrophobic,Action|Science Fiction
356300,How to Plan an Orgy in a Small Town,Jewel Staite|Lauren Holly|Katharine Isabelle|Lauren Lee Smith|Natalie Brown,Jeremy Lalonde,small town|sex scene|woman in lingerie,Comedy
218784,Freaks of Nature,Nicholas Braun|Mackenzie Davis|Ed Westwick|Vanessa Hudgens|Keegan-Michael Key,Robbie Pickering,small town|vampire|alien|zombies|teenager,Science Fiction|Comedy|Horror
310137,Reversal,Tina Ivlev|Richard Tyson|Bianca Malinowski|Kris Kjornes|Dustin Quick,JosÃ© Manuel Cravioto,van|revenge|murder|kidnapping|gore,Thriller|Horror
342917,Batman Unlimited: Monster Mayhem,Roger Craig Smith|Troy Baker|Chris Diamantopoulos|Kari Wuhrer,Butch Lukic,dc comics|joker|superhero|super powers,Action|Animation|Family
79698,The Lovers,Josh Hartnett|Simone Kessell|Tamsin Egerton|Alice Englert|Bipasha Basu,Roland JoffÃ©,,Action|Adventure|Science Fiction|Romance
337960,Holding the Man,Ryan Corr|Craig Stott|Guy Pearce|Sarah Snook|Anthony LaPaglia,Neil Armfield,,Drama
296130,Harbinger Down,Lance Henriksen|Matt Winston|Camille Balsamo|Giovonnie Samuels|Winston James Francis,Alec Gillis,cosmonaut|marine researchers|crab boat|bering sea|beluga whale,Science Fiction|Horror
327418,Batman Unlimited: Animal Instincts,Chris Diamantopoulos|Roger Craig Smith|Dana Snyder|Will Friedle|Charlie Schlatter,Butch Lukic,super powers,Action|Animation|Family
246133,Entertainment,Gregg Turkington|Tye Sheridan|John C. Reilly|Lotte Verbeek|Dean Stockwell,Rick Alverson,,Drama|Comedy
328869,Meadowland,Olivia Wilde|Luke Wilson|Elisabeth Moss|Kevin Corrigan|Juno Temple,Reed Morano,disappearance|woman director,Drama
308032,The Stanford Prison Experiment,Billy Crudup|Ezra Miller|Michael Angarano|Tye Sheridan|Olivia Thirlby,Kyle Patrick Alvarez,,Thriller|Drama
329829,The Girl King,Malin Buska|Sarah Gadon|Michael Nyqvist|Lucas Bryant|Laura Birn,Mika KaurismÃ¤ki,gay|sweden|queen|banquet|based on true story,Drama|History|Romance
330544,Bessie,Queen Latifah|Mo'Nique|Mike Epps|Tika Sumpter|Michael Kenneth Williams,Dee Rees,blues music|woman director,Drama|Music|TV Movie
299551,The Atticus Institute,William Mapother|Rya Kihlstedt|Sharon Maughan|Anne Betancourt|John Rubinstein,Chris Sparling,experiment|psychology|government|weapon|supernatural,Horror
207270,The Hoarder,Mischa Barton|Robert Knepper|Emily Atack|Andrew Buckley|Valene Kane,Matt Winn,new york|detective|smoking|underground|hamster,Thriller|Horror
307946,I Smile Back,Sarah Silverman|Josh Charles|Thomas Sadoski|Mia Barron|Terry Kinney,Adam Salky,,Drama
356905,Oddball,Alan Tudyk|Sarah Snook|Coco Jack Gillies|Shane Jacobson|Deborah Mailman,Stuart McDonald,,Family|Adventure
318279,Meru,Conrad Anker|Grace Chin|Jimmy Chin|Amee Hinkley,Jimmy Chin|Elizabeth Chai Vasarhelyi,himalaya|climbing|india|mountaineering|woman director,Adventure|Documentary
345637,Sanjay's Super Team,,Sanjay Patel,,Animation
284286,Learning to Drive,Patricia Clarkson|Ben Kingsley|Jake Weber|Sarita Choudhury|Grace Gummer,Isabel Coixet,woman director,Romance|Comedy|Drama
340816,Christmas Eve,Patrick Stewart|Cheryl Hines|Gary Cole|Jon Heder|James Roday,Mitch Davis,photographer|surgeon|orchestra|doctor|car accident,Romance|Comedy
206197,The Sisterhood of Night,Kara Hayward|Georgie Henley|Olivia DeJonge|Laura Fraser|Kal Penn,Caryn Waechter,witch|woman director,Mystery|Drama|Thriller
331446,Sharknado 3: Oh Hell No!,Ian Ziering|Tara Reid|Cassie Scerbo|Frankie Muniz|Ryan Newman,Anthony C. Ferrante,florida|nasa|tornado|sequel|space,TV Movie|Horror|Science Fiction
351901,12 Rounds 3: Lockdown,Jonathan Good|Roger R. Cross|Daniel Cudmore|Lochlyn Munro|Ty Olsson,Stephen Reynolds,cat and mouse|family|revenge drama,Action|Thriller
357681,Hitting the Apex,Brad Pitt|Valentino Rossi|Jorge Lorenzo|Casey Stoner|Dani Pedrosa,Mark Neale,fighter|motos,Documentary
333657,Club Life,Jerry Ferrara|Jessica Szohr|Robert Davi|Jay R. Ferguson|Al Sapienza,Fabrizio Conte,new york|nightclub|party|manhattan new york city|promoter,Drama
336845,Cleveland Abduction,Taryn Manning|Raymond Cruz|Katie Sarife|Samantha Droke|Pam Grier,Alex Kalymnios,based on true story|kidnapping|true crime|woman director|abduction,Drama|Crime
343795,90 Minutes in Heaven,Kate Bosworth|Hayden Christensen|Hudson Meek|Bobby Batson|Elizabeth Hunter,Michael Polish,hospital|church,Drama
294562,Lavalantula,Steve Guttenberg|Nia Peeples|Patrick Renna|Carlos Bernard|Michael Winslow,Mike Mendez,monster|mutant|lava|volcano|los angeles,Horror|Science Fiction|TV Movie
306197,Unexpected,Cobie Smulders|Gail Bean|Anders Holm|Elizabeth McGovern|Robyn Coffin,Kris Swanberg,woman director,Drama|Comedy
297556,Justice League: Throne of Atlantis,Sean Astin|Rosario Dawson|Nathan Fillion|Christopher Gorham|Matt Lanter,Ethan Spaulding,superhero team|super powers,Science Fiction|Action|Animation|Adventure
354743,Lady Chatterley's Lover,Richard Madden|Holliday Grainger|James Norton|Howard Ward|Elizabeth Rider,Jed Mercurio,,Romance|Drama
157422,The Wicked Within,Sienna Guillory|Gianni Capaldi|Enzo Cilenti|Michele Hicks|Sonja Kinski,Jay Alaimo,,Horror
316885,Bridgend,Hannah Murray|Steven Waddington|Adrian Rawlins|Josh O'Connor|Patricia Potter,Jeppe RÃ¸nde,suicide|adolescence|based on true story|magic realism,Drama
228973,Backcountry,Missy Peregrym|Jeff Roop|Eric Balfour|Nicholas Campbell,Adam MacDonald,camping|based on true story|woods|gore|survival,Drama|Horror|Thriller
323967,Walter,Andrew J. West|Justin Kirk|Virginia Madsen|William H. Macy|Milo Ventimiglia,Anna Mastro,god|woman director,Drama|Comedy
320048,Ratter,Ashley Benson|Matt McGorry|Michael William Freeman|Rebecca Naomi Jones|Alex Cranmer,Branden Kramer,,Drama|Thriller|Horror
359305,An Inspector Calls,David Thewlis|Miranda Richardson|Ken Stott|Sophie Rundle|Kyle Soller,Aisling Walsh,woman director,Drama|Thriller|Mystery
329004,The Survivalist,Mia Goth|Martin McCann|Olwen FouÃ©rÃ©|Barry Ward|Andrew Simpson,Stephen Fingleton,male nudity|female nudity|sex|nudity|post-apocalyptic,Drama|Science Fiction|Thriller
362180,Don't Grow Up,Fergus Riordan|Madeleine Kelly|McKell David|Darren Evans|Natifa Mai,Thierry Poiraud,,Horror
343284,Night Of The Living Deb,Maria Thayer|Chris Marquette|Ray Wise|Michael Cassidy|Syd Wilder,Kyle Rankin,,Comedy|Horror
243752,No Stranger Than Love,Alison Brie|Colin Hanks|Justin Chatwin|Dylan Everett|Jayne Eastwood,Nick Wernham,,Romance|Comedy
291866,The Hive,Kathryn Prescott|Gabriel Basso|Sean Gunn|Jacob Zachar|Aurelia Scheppers,David Yarovesky,,Horror|Science Fiction|Thriller
330127,Back in Time,Lea Thompson|Michael J. Fox|Christopher Lloyd|Robert Zemeckis|Dan Harmon,Jason Aron,interview|filmmaking|retrospective|moviemaking,History|Documentary|Family
323694,Nina Forever,Abigail Hardingham|Cian Barry|Fiona O'Shaughnessy|David Troughton|Elizabeth Elvin,Ben Blaine|Chris Blaine,sex|suicide attempt|nudity|love|car accident,Horror|Comedy|Romance
334028,Some Kind Of Hate,Grace Phipps|Sierra McCormick|Lexi Atkins|Spencer Breslin|Noah Segan,Adam Egypt Mortimer,suicide|bullying|revenge,Horror
354924,The Dead Room,Jed Brophy|Jeffrey Thomas|Laura Petersen,Jason Stutter,new zealand|haunting|farmhouse|spirit|psychic,Horror|Thriller
368256,Condemned,Johnny Messner|Michael DeMello|Jordan Gelber|Tuffy Questell|Kevin Smith Kirkwood,Eli Morgan Gesner,,Horror
324291,Night Owls,Adam Pally|Rosa Salazar|Rob Huebel|Tony Hale|Peter Krause,Charles Hood,,Drama|Comedy
347847,The Sand,Jamie Kennedy|Mitchel Musso|Dean Geyer|Nikki Leigh|Brooke Butler,Isaac Gabaeff,,Science Fiction|Horror
295490,Digging for Fire,Jake Johnson|Rosemarie DeWitt|Orlando Bloom|Brie Larson|Sam Rockwell,Joe Swanberg,,Drama
253406,Ten Thousand Saints,Ethan Hawke|Asa Butterfield|Hailee Steinfeld|Emile Hirsch|Emily Mortimer,Robert Pulcini|Shari Springer Berman,woman director,Music|Comedy|Drama
291865,From the Dark,Niamh Algar|Stephen Cromwell|Gerry O'Brien|Ged Murray,Conor McMahon,terror|monster|car breakdown|tractor|vampire,Horror
334531,My All American,Aaron Eckhart|Finn Wittrock|Robin Tunney|Sarah Bolger|Michael Reilly Burke,Angelo Pizzo,american football|biography|sport|championship,Drama
324803,Hangman,Jeremy Sisto|Kate Ashfield|Ty Simpkins|Ryan Simpkins|Amy Smart,Adam Mason,found footage,Thriller
339355,Larry Gaye: Renegade Male Flight Attendant,Mark Feuerstein|Henry Winkler|Jason Alexander,Sam Friedlander,,Comedy
309304,Grandma,Lily Tomlin|Julia Garner|Marcia Gay Harden|Judy Greer|Laverne Cox,Paul Weitz,road trip|granddaughter,Drama|Comedy
339342,Anarchy Parlor,Robert LaSardo|Jordan James Smith|Sara Fabel|Tiffany DeMarco|Claire Garvey,Kenny Gage|Devon Downs,tattoo|tattooing,Horror
306966,Summer Camp,Maiara Walsh|Diego Boneta|Jocelin Donahue|AndrÃ©s Velencoso|Ã€lex Monner,Alberto Marini,europe|camp|slasher|disease,Horror
226458,Backmask,Stephen Lang|Kelly Blatz|Brittany Curran|Gage Golightly|Nick Nicotera,Marcus Nispel,possession,Thriller|Horror
339148,Already Tomorrow in Hong Kong,Jamie Chung|Bryan Greenberg|Richard Ng|Sarah Lian|Ines Laimins,Emily Ting,hong kong|expatriate|woman director,Romance|Comedy
340684,Those People,Jonathan Gordon|Jason Ralph|Haaz Sleiman|Britt Lower|Meghann Fahy,Joey Kuhn,,Romance|Drama
340968,Show Me a Hero,Oscar Isaac|Alfred Molina|Winona Ryder|Catherine Keener|Jim Belushi,Paul Haggis,mayor|politics|murder|tv mini-series|racism,History|Crime|Drama
347754,Curve,Julianne Hough|Teddy Sears|Madalyn Horcher|Drew Rausch|Penelope Mitchell,Iain Softley,hitchhiker|injured leg|car accident|trapped|car,Horror|Thriller
326284,Pound of Flesh,Jean-Claude Van Damme|John Ralston|Darren Shahlavi|Aki Aleong|Jason Tobin,Ernie Barbarash,,Action
317144,Cyberbully,Maisie Williams|Ella Purnell|Haruka Abe|Jake Davies|Wilson Haagens,Ben Chanan,stalking|bully|hacking|teenager|computer hacker,Drama|Thriller
277558,Final Girl,Abigail Breslin|Alexander Ludwig|Wes Bentley|Cameron Bright|Logan Huffman,Tyler Shields,,Action|Drama|Thriller
338928,He Named Me Malala,Malala Yousafzai|Ziauddin Yousafzai|Toor Pekai Yousafzai|Khushal Yousafzai|Atal Yousafzai,Davis Guggenheim,education|terrorism|activist|nobel peace prize winner,Documentary
291189,The Driftless Area,Zooey Deschanel|Aubrey Plaza|Anton Yelchin|Alia Shawkat|CiarÃ¡n Hinds,Zachary Sluser,criminal|hometown,Romance|Drama|Comedy|Mystery
309425,Do You Believe?,Mira Sorvino|Sean Astin|Alexa PenaVega|Cybill Shepherd,Jonathan M. Gunn,christian,Fantasy|Drama
287689,7 Days in Hell,Andy Samberg|Kit Harington|Jon Hamm|Michael Sheen|Karen Gillan,Jake Szymanski,tennis|tennis player|sport|mockumentary,TV Movie|Comedy
363869,Belli di papÃ ,Diego Abatantuono|Matilde Gioli|Andrea Pisani|Antonio Catania|Nicola Nocella,Guido Chiesa,,
325189,Teen Beach 2,Ross Lynch|Maia Mitchell|Grace Phipps|Garrett Clayton|John DeLuca,Jeffrey Hornaday,high school|teen movie|teen|beach movie,Comedy|Music
298582,Full Out,Ana Golja|Jennifer Beals|Ashanti Bromfield|Trevor Tordjman|Jake Epstein,Sean Cisterna,dancing|gymnastics|biography|sport|car accident,History|Drama|Family
301228,Narcopolis,Elliot Cowan|Elodie Yung|Jonathan Pryce|Robert Bathurst|James Callis,Justin Trefgarne,drug,Thriller|Mystery|Science Fiction
343934,Staten Island Summer,Graham Phillips|Zack Pearlman|Ashley Greene|Kate Walsh|Gina Gershon,Rhys Thomas,summer|lifeguard|staten island new york city,Comedy
296025,Safelight,Juno Temple|Evan Peters|Kevin Alejandro|Meaghan Jette Martin|Jason Beghe,Tony Aloupis,,Drama
371442,Bad Roomies,Patrick Renna|Tommy Savas|Annie Monroe|Jackie Tohn|Page Kennedy,Jason Schnell,,Comedy
325173,Close Range,Scott Adkins|Nick Chinlund|Caitlin Keats|Jake La Botz|Tony Perez,Isaac Florentine,,Crime|Action
282313,The Reconstruction of William Zero,Conal Byrne|Amy Seimetz|Tim Habeger|Adam Fristoe|Scott Poythress,Dan Bush,genetics|memory|accident,Science Fiction|Drama|Thriller
300542,Queen of Earth,Elisabeth Moss|Katherine Waterston|Patrick Fugit|Kate Lyn Sheil|Kentucker Audley,Alex Ross Perry,independent film|psychological thriller,Drama|Mystery|Thriller
309924,After the Ball,Portia Doubleday|Marc-AndrÃ© Grondin|Chris Noth|Lauren Holly|Natalie Krill,Sean Garrity,,Comedy
348634,A Christmas Detour,Candace Cameron Bure|Paul Greene|Sarah Strange|David Lewis|Marcus Rosner,Ron Oliver,,Comedy|TV Movie|Romance
318044,"What Happened, Miss Simone?",Nina Simone|Lisa Simone Kelly|Dick Gregory|Stanley Crouch|Elisabeth Henry-Macari,Liz Garbus,voice|child prodigy|singer|racism|civil rights,Documentary|Music
259958,Alex of Venice,Mary Elizabeth Winstead|Chris Messina|Don Johnson|Derek Luke|Katie Nehra,Chris Messina,,Drama
316715,The Eichmann Show,Anthony LaPaglia|Martin Freeman|Rebecca Front|Andy Nyman|Nicholas Woodeson,Paul Andrew Williams,press|nazis|trial,Drama
308027,"People, Places, Things",Jemaine Clement|Regina Hall|Stephanie Allynne|Jessica Williams|Michael Chernus,Jim Strouse,,Comedy
279144,"The Death of ""Superman Lives"": What Happened?",Jon Schnepp|Tim Burton|Jon Peters|Lorenzo di Bonaventura|Wesley Strick,Jon Schnepp,interview|archive footage|hollywood|filmmaking|death,Documentary
355020,Winter on Fire: Ukraine's Fight for Freedom,,Evgeny Afineevsky,,Documentary
323665,Ava's Possessions,Louisa Krause|Whitney Able|Deborah Rush|Lou Taylor Pucci|William Sadler,Jordan Galland,,Mystery|Thriller|Horror|Science Fiction
358895,Being Charlie,Nick Robinson|Common|Cary Elwes|Devon Bostick|Morgan Saylor,Rob Reiner,drug use,Drama|Romance
347548,Containment,Louise Brealey|Lee Ross|Sheila Reid|Pippa Nixon|Claire Greasley,Neil Mcenery-West,,Thriller|Horror|Science Fiction
353345,The Exorcism of Molly Hartley,Sarah Lind|Devon Sawa|Gina Holden|Peter MacNeill|Tom McLaren,Steven R. Monroe,,Horror
323370,The Diabolical,Ali Larter|Merrin Dungey|Patrick Fischler|Arjun Gupta|Joe Egender,Alistair Legrand,parapsychology,Horror|Science Fiction|Thriller
